epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,847.243,1.294,2.15698,1.59239,1.88614,0.69254,0.45404,0.59207,0.33867,0.56424,0.37684,0.44382,0.26564,1.66724,3.15419,1.99201,2.34122,0.00100101,0.00100101,0.00100101
102,855.456,1.30969,2.15257,1.68078,1.87293,0.51437,0.36213,0.40803,0.19719,0.37291,0.31306,0.322,0.1765,1.83783,2.82809,2.68694,2.69142,0.000999911,0.000999911,0.000999911
103,863.559,1.30064,2.06656,1.60272,1.84883,0.6512,0.54427,0.58629,0.3347,0.63777,0.54336,0.55893,0.30643,1.592,2.7432,2.07148,2.34723,0.000998811,0.000998811,0.000998811
104,871.775,1.18587,2.05151,1.54083,1.79176,0.73958,0.48162,0.61522,0.37978,0.43103,0.48346,0.45932,0.2956,1.42998,3.39786,1.9797,2.1985,0.000997711,0.000997711,0.000997711
105,879.984,1.22901,2.09288,1.55063,1.81148,0.47674,0.48346,0.52654,0.30056,0.47987,0.45404,0.4693,0.28711,1.44629,3.56778,2.15719,2.23564,0.000996611,0.000996611,0.000996611
106,888.231,1.23838,2.22568,1.54689,1.83343,0.62501,0.59191,0.59431,0.36279,0.60706,0.57721,0.54889,0.29758,1.38896,2.93388,1.80923,2.15382,0.000995512,0.000995512,0.000995512
107,896.325,1.24813,2.1567,1.58267,1.82638,0.61287,0.53942,0.62498,0.39294,0.50772,0.62132,0.57247,0.3299,1.39555,3.18499,1.91965,2.05979,0.000994412,0.000994412,0.000994412
108,904.689,1.18486,2.13609,1.55336,1.77437,0.68863,0.65625,0.65843,0.39269,0.59179,0.61182,0.58458,0.35128,1.43765,2.98151,1.6051,2.11332,0.000993312,0.000993312,0.000993312
109,912.881,1.23087,1.99836,1.58626,1.81595,0.64665,0.62911,0.68318,0.3889,0.5634,0.65168,0.64373,0.34915,1.3869,3.04128,1.68228,2.12651,0.000992212,0.000992212,0.000992212
110,921.13,1.2065,2.13899,1.54476,1.78797,0.58197,0.61174,0.67813,0.38218,0.49685,0.54228,0.55943,0.34326,1.36052,3.18323,1.8381,2.06736,0.000991112,0.000991112,0.000991112
111,929.244,1.23045,2.06703,1.53865,1.80284,0.7348,0.40232,0.5625,0.309,0.92712,0.30393,0.52128,0.28882,1.69567,3.36695,1.994,2.34407,0.000990012,0.000990012,0.000990012
112,937.627,1.24208,2.03811,1.48829,1.79128,0.74102,0.57904,0.7245,0.39304,0.54128,0.59191,0.60799,0.35364,1.54603,3.51286,1.56155,2.12205,0.000988912,0.000988912,0.000988912
113,946.137,1.20991,2.0744,1.52146,1.76497,0.69862,0.77511,0.77743,0.48125,0.61522,0.65122,0.6512,0.3995,1.3853,3.12938,1.55003,2.04266,0.000987812,0.000987812,0.000987812
114,954.64,1.2585,2.1876,1.53184,1.79878,0.73064,0.60662,0.74238,0.39644,0.59017,0.54596,0.52666,0.33988,1.48971,3.14493,1.56905,2.17405,0.000986712,0.000986712,0.000986712
115,962.937,1.19838,1.93588,1.54371,1.76362,0.60882,0.59191,0.65633,0.37825,0.5883,0.53125,0.54912,0.31154,1.49095,2.95307,1.60727,2.16377,0.000985613,0.000985613,0.000985613
116,971.369,1.18599,1.95489,1.43295,1.76256,0.58145,0.64516,0.61664,0.35371,0.5407,0.57142,0.53969,0.31925,1.42661,2.76167,1.87691,2.15997,0.000984513,0.000984513,0.000984513
117,979.387,1.23934,2.05497,1.51762,1.77907,0.84251,0.47729,0.66142,0.42515,0.84251,0.47729,0.63309,0.40803,1.55216,2.37615,1.76468,2.24998,0.000983413,0.000983413,0.000983413
118,987.902,1.2524,2.0803,1.59351,1.80125,0.57932,0.77206,0.72087,0.44954,0.56085,0.68015,0.66446,0.38035,1.32661,2.48757,1.62582,1.98149,0.000982313,0.000982313,0.000982313
119,996.193,1.28336,2.14866,1.53906,1.84727,0.62556,0.63971,0.70252,0.45158,0.47873,0.59007,0.5565,0.31676,1.51261,3.04265,1.96463,2.28873,0.000981213,0.000981213,0.000981213
120,1004.54,1.2558,2.06904,1.46128,1.80368,0.70004,0.5931,0.61962,0.34803,0.62403,0.52837,0.5327,0.32654,1.79945,3.17927,2.44542,2.50358,0.000980113,0.000980113,0.000980113
